apiVersion,reference,url,contentType,language,databaseLabel,database,summary,weight,content,accessRestriction,children,highlightedFragments,citation,metadata.identifier,metadata.es_ContentType,metadata.caName,metadata.es_SortDate,metadata.deadlineDate,metadata.description,metadata.language,metadata.title,metadata.type,metadata.url,metadata.esST_URL,metadata.callccm2Id,metadata.DATASOURCE,metadata.REFERENCE,metadata.projectAcronym,metadata.frameworkProgramme,metadata.startDate,metadata.deadlineModel,metadata.status,metadata.typesOfAction,fetched_at
2.155,45642255HORIZONCoordinationandSupportActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-08.json,text/plain,en,,,Future-proof GHG and environmental emissions factors for accounting emissions from transport and logistics operations,0.0,Future-proof GHG and environmental emissions factors for accounting emissions from transport and logistics operations,False,[],[],Future-proof GHG and environmental emissions factors for accounting emissions from transport and logistics operations. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-08.json,['HORIZON-CL5-2023-D6-01-08'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],['Future-proof GHG and environmental emissions factors for accounting emissions from transport and logistics operations'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-08.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-08.json'],['45705887'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Coordination and Support Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45642461HORIZONInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-03.json,text/plain,en,,,Industrial manufacturing for lower-cost solar thermal components and systems,0.0,Industrial manufacturing for lower-cost solar thermal components and systems,False,[],[],Industrial manufacturing for lower-cost solar thermal components and systems. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-03.json,['HORIZON-CL5-2023-D3-02-03'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],['Industrial manufacturing for lower-cost solar thermal components and systems'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-03.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-03.json'],['45705728'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45646833HORIZONResearchandInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-14.json,text/plain,en,,,Digital twin for forecasting of power production to wind energy demand,0.0,Digital twin for forecasting of power production to wind energy demand,False,[],[],Digital twin for forecasting of power production to wind energy demand. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-14.json,['HORIZON-CL5-2023-D3-02-14'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],['Digital twin for forecasting of power production to wind energy demand'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-14.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-14.json'],['45705728'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON  Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45948233HORIZONCoordinationandSupportActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-08.json,text/plain,en,,,Support to the SET Plan IWG on hydrogen,0.0,Support to the SET Plan IWG on hydrogen,False,[],[],Support to the SET Plan IWG on hydrogen. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-08.json,['HORIZON-CL5-2023-D3-03-08'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-10-10T17:00:00.000+0000'],,['en'],['Support to the SET Plan IWG on hydrogen'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-08.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-08.json'],['45705815'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Coordination and Support Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45948243HORIZONResearchandInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-07.json,text/plain,en,,,Digital solutions for defining synergies in international renewable energy value chains,0.0,Digital solutions for defining synergies in international renewable energy value chains,False,[],[],Digital solutions for defining synergies in international renewable energy value chains. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-07.json,['HORIZON-CL5-2023-D3-03-07'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-10-10T17:00:00.000+0000'],,['en'],['Digital solutions for defining synergies in international renewable energy value chains'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-07.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-07.json'],['45705815'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON  Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45643950HORIZONInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-09.json,text/plain,en,,,Demonstration of sustainable hydropower refurbishment,0.0,Demonstration of sustainable hydropower refurbishment,False,[],[],Demonstration of sustainable hydropower refurbishment. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-09.json,['HORIZON-CL5-2023-D3-02-09'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],['Demonstration of sustainable hydropower refurbishment'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-09.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-09.json'],['45705728'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45643919HORIZONResearchandInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-04.json,text/plain,en,,,Innovative components and configurations for heat pumps,0.0,Innovative components and configurations for heat pumps,False,[],[],Innovative components and configurations for heat pumps. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-04.json,['HORIZON-CL5-2023-D3-02-04'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],['Innovative components and configurations for heat pumps'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-04.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-04.json'],['45705728'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON  Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45645997HORIZONResearchandInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-06.json,text/plain,en,,,"Zero-emission e-commerce and freight delivery and return choices by retailers, consumers and local authorities",0.0,"Zero-emission e-commerce and freight delivery and return choices by retailers, consumers and local authorities",False,[],[],"Zero-emission e-commerce and freight delivery and return choices by retailers, consumers and local authorities. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-06.json",['HORIZON-CL5-2023-D6-01-06'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],"['Zero-emission e-commerce and freight delivery and return choices by retailers, consumers and local authorities']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-06.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-06.json'],['45705887'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON  Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45646034HORIZONInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-02.json,text/plain,en,,,"Integration of renewable gases, other than hydrogen or methane, and which have not access to gas grids and interfacing with electricity and heat sectors",0.0,"Integration of renewable gases, other than hydrogen or methane, and which have not access to gas grids and interfacing with electricity and heat sectors",False,[],[],"Integration of renewable gases, other than hydrogen or methane, and which have not access to gas grids and interfacing with electricity and heat sectors. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-02.json",['HORIZON-CL5-2023-D3-03-02'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-10-10T17:00:00.000+0000'],,['en'],"['Integration of renewable gases, other than hydrogen or methane, and which have not access to gas grids and interfacing with electricity and heat sectors']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-02.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-03-02.json'],['45705815'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45644142HORIZONResearchandInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-15.json,text/plain,en,,,"Critical technologies to improve the lifetime, efficient decommissioning and increase the circularity of offshore and onshore wind energy systems",0.0,"Critical technologies to improve the lifetime, efficient decommissioning and increase the circularity of offshore and onshore wind energy systems",False,[],[],"Critical technologies to improve the lifetime, efficient decommissioning and increase the circularity of offshore and onshore wind energy systems. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-15.json",['HORIZON-CL5-2023-D3-02-15'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],"['Critical technologies to improve the lifetime, efficient decommissioning and increase the circularity of offshore and onshore wind energy systems']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-15.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-15.json'],['45705728'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON  Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45643985HORIZONResearchandInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-10.json,text/plain,en,,,Development of innovative power take-off and control systems for wave energy devices,0.0,Development of innovative power take-off and control systems for wave energy devices,False,[],[],Development of innovative power take-off and control systems for wave energy devices. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-10.json,['HORIZON-CL5-2023-D3-02-10'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],['Development of innovative power take-off and control systems for wave energy devices'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-10.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-10.json'],['45705728'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON  Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45646756HORIZONInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-12.json,text/plain,en,,,Large Area Perovskite solar cells and modules,0.0,Large Area Perovskite solar cells and modules,False,[],[],Large Area Perovskite solar cells and modules. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-12.json,['HORIZON-CL5-2023-D3-02-12'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],['Large Area Perovskite solar cells and modules'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-12.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D3-02-12.json'],['45705728'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45649053HORIZONResearchandInnovationActions1683158400000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-04.json,text/plain,en,,,"Integrating European diversity in the design, development and implementation of CCAM solutions to support mobility equity (CCAM Partnership)",0.0,"Integrating European diversity in the design, development and implementation of CCAM solutions to support mobility equity (CCAM Partnership)",False,[],[],"Integrating European diversity in the design, development and implementation of CCAM solutions to support mobility equity (CCAM Partnership). Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-04.json",['HORIZON-CL5-2023-D6-01-04'],['text/plain'],,['2023-05-04T00:00:00.000+0000'],['2023-09-05T17:00:00.000+0000'],,['en'],"['Integrating European diversity in the design, development and implementation of CCAM solutions to support mobility equity (CCAM Partnership)']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-04.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2023-D6-01-04.json'],['45705887'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-05-04T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON  Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45528617CREAProjectGrants1683072000000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/CREA-MEDIA-2023-FILMSALES.json,text/plain,en,,,European Film sales agent,0.0,European Film sales agent,False,[],[],European Film sales agent. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/CREA-MEDIA-2023-FILMSALES.json,['CREA-MEDIA-2023-FILMSALES'],['text/plain'],,['2023-05-03T00:00:00.000+0000'],['2023-06-20T17:00:00.000+0000'],,['en'],['European Film sales agent'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/CREA-MEDIA-2023-FILMSALES.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/CREA-MEDIA-2023-FILMSALES.json'],['45528629'],['SEDIA_PRD_CENTRICITY'],,,['43251814'],['2023-05-03T00:00:00.000+0000'],['single-stage'],['31094502'],['CREA Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,45983688CEFInfrastructureProjects1683072000000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/CEF-T-2023-MILMOB-WORKS.json,text/plain,en,,,"Adaptation of the TEN-T to civilian-defence dual use - studies, works or mixed",0.0,"Adaptation of the TEN-T to civilian-defence dual use - studies, works or mixed",False,[],[],"Adaptation of the TEN-T to civilian-defence dual use - studies, works or mixed. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/CEF-T-2023-MILMOB-WORKS.json",['CEF-T-2023-MILMOB-WORKS'],['text/plain'],,['2023-05-03T00:00:00.000+0000'],['2023-09-21T17:00:00.000+0000'],,['en'],"['Adaptation of the TEN-T to civilian-defence dual use - studies, works or mixed']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/CEF-T-2023-MILMOB-WORKS.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/CEF-T-2023-MILMOB-WORKS.json'],['45983694'],['SEDIA_PRD_CENTRICITY'],,,['43251567'],['2023-05-03T00:00:00.000+0000'],['single-stage'],['31094502'],['CEF Infrastructure Projects'],2026-09-20 09:08:50.362431+00:00
2.155,45986172LIFEProjectGrants1682985600000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-CLIMA-SIP.json,text/plain,en,,,Technical Assistance preparation of CLIMA SIPs,0.0,Technical Assistance preparation of CLIMA SIPs,False,[],[],Technical Assistance preparation of CLIMA SIPs. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-CLIMA-SIP.json,['LIFE-2023-TA-PP-CLIMA-SIP'],['text/plain'],,['2023-05-02T00:00:00.000+0000'],['2023-09-07T17:00:00.000+0000'],,['en'],['Technical Assistance preparation of CLIMA SIPs'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-CLIMA-SIP.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-CLIMA-SIP.json'],['45986190'],['SEDIA_PRD_CENTRICITY'],,,['43252405'],['2023-05-02T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,45986184LIFEProjectGrants1682985600000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-ENV-SIP.json,text/plain,en,,,Technical Assistance preparation of ENV SIPs,0.0,Technical Assistance preparation of ENV SIPs,False,[],[],Technical Assistance preparation of ENV SIPs. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-ENV-SIP.json,['LIFE-2023-TA-PP-ENV-SIP'],['text/plain'],,['2023-05-02T00:00:00.000+0000'],['2023-09-07T17:00:00.000+0000'],,['en'],['Technical Assistance preparation of ENV SIPs'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-ENV-SIP.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-ENV-SIP.json'],['45986190'],['SEDIA_PRD_CENTRICITY'],,,['43252405'],['2023-05-02T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,45986178LIFEProjectGrants1682985600000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-NAT-SNAP.json,text/plain,en,,,Technical Assistance preparation of SNAPs,0.0,Technical Assistance preparation of SNAPs,False,[],[],Technical Assistance preparation of SNAPs. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-NAT-SNAP.json,['LIFE-2023-TA-PP-NAT-SNAP'],['text/plain'],,['2023-05-02T00:00:00.000+0000'],['2023-09-07T17:00:00.000+0000'],,['en'],['Technical Assistance preparation of SNAPs'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-NAT-SNAP.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/LIFE-2023-TA-PP-NAT-SNAP.json'],['45986190'],['SEDIA_PRD_CENTRICITY'],,,['43252405'],['2023-05-02T00:00:00.000+0000'],['single-stage'],['31094502'],['LIFE Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,45971395EPProjectGrants1682553600000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/EP-COMM-SUBV-NAT-E-2023-CHANGE-MAKERS.json,text/plain,en,,,ENGAGEMENT ACTIONS BY CHANGE-MAKERS,0.0,ENGAGEMENT ACTIONS BY CHANGE-MAKERS,False,[],[],ENGAGEMENT ACTIONS BY CHANGE-MAKERS. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/EP-COMM-SUBV-NAT-E-2023-CHANGE-MAKERS.json,['EP-COMM-SUBV-NAT-E-2023-CHANGE-MAKERS'],['text/plain'],,['2023-04-27T00:00:00.000+0000'],"['2023-05-25T17:00:00.000+0000', '2023-09-28T17:00:00.000+0000']",,['en'],['ENGAGEMENT ACTIONS BY CHANGE-MAKERS'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/EP-COMM-SUBV-NAT-E-2023-CHANGE-MAKERS.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/EP-COMM-SUBV-NAT-E-2023-CHANGE-MAKERS.json'],['45971411'],['SEDIA_PRD_CENTRICITY'],,,['43697167'],['2023-04-27T00:00:00.000+0000'],['multiple cut-off'],['31094502'],['EP Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,45971403EPProjectGrants1682553600000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/EP-COMM-SUBV-NAT-E-2023-CIVIL-SOCIETY.json,text/plain,en,,,CIVIL SOCIETY ENGAGEMENT ACTIONS,0.0,CIVIL SOCIETY ENGAGEMENT ACTIONS,False,[],[],CIVIL SOCIETY ENGAGEMENT ACTIONS. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/EP-COMM-SUBV-NAT-E-2023-CIVIL-SOCIETY.json,['EP-COMM-SUBV-NAT-E-2023-CIVIL-SOCIETY'],['text/plain'],,['2023-04-27T00:00:00.000+0000'],"['2023-05-25T17:00:00.000+0000', '2023-09-28T17:00:00.000+0000']",,['en'],['CIVIL SOCIETY ENGAGEMENT ACTIONS'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/EP-COMM-SUBV-NAT-E-2023-CIVIL-SOCIETY.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/EP-COMM-SUBV-NAT-E-2023-CIVIL-SOCIETY.json'],['45971411'],['SEDIA_PRD_CENTRICITY'],,,['43697167'],['2023-04-27T00:00:00.000+0000'],['multiple cut-off'],['31094502'],['EP Project Grants'],2026-09-20 09:08:50.362431+00:00
2.155,45961755HORIZONJUInnovationActions1682467200000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IA-02.json,text/plain,en,,,"Production of safe, sustainable, and efficient bio-based fertilisers to improve soil health and quality",0.0,"Production of safe, sustainable, and efficient bio-based fertilisers to improve soil health and quality",False,[],[],"Production of safe, sustainable, and efficient bio-based fertilisers to improve soil health and quality. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IA-02.json",['HORIZON-JU-CBE-2023-IA-02'],['text/plain'],,['2023-04-26T00:00:00.000+0000'],['2023-09-20T17:00:00.000+0000'],,['en'],"['Production of safe, sustainable, and efficient bio-based fertilisers to improve soil health and quality']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IA-02.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IA-02.json'],['45962466'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-04-26T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45962151HORIZONJUResearchandInnovationActions1682467200000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-R-01.json,text/plain,en,,,"Phyto-management; curing soil with industrial crops, utilising contaminated and saline land for industrial crop production",0.0,"Phyto-management; curing soil with industrial crops, utilising contaminated and saline land for industrial crop production",False,[],[],"Phyto-management; curing soil with industrial crops, utilising contaminated and saline land for industrial crop production. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-R-01.json",['HORIZON-JU-CBE-2023-R-01'],['text/plain'],,['2023-04-26T00:00:00.000+0000'],['2023-09-20T17:00:00.000+0000'],,['en'],"['Phyto-management; curing soil with industrial crops, utilising contaminated and saline land for industrial crop production']",['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-R-01.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-R-01.json'],['45962466'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-04-26T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Research and Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45961877HORIZONJUInnovationActions1682467200000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IAFlag-01.json,text/plain,en,,,Optimised and integrated wood-based value chains,0.0,Optimised and integrated wood-based value chains,False,[],[],Optimised and integrated wood-based value chains. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IAFlag-01.json,['HORIZON-JU-CBE-2023-IAFlag-01'],['text/plain'],,['2023-04-26T00:00:00.000+0000'],['2023-09-20T17:00:00.000+0000'],,['en'],['Optimised and integrated wood-based value chains'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IAFlag-01.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IAFlag-01.json'],['45962466'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-04-26T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
2.155,45962425HORIZONJUInnovationActions1682467200000,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IA-01.json,text/plain,en,,,Small scale biorefining in rural areas,0.0,Small scale biorefining in rural areas,False,[],[],Small scale biorefining in rural areas. Available at: https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IA-01.json,['HORIZON-JU-CBE-2023-IA-01'],['text/plain'],,['2023-04-26T00:00:00.000+0000'],['2023-09-20T17:00:00.000+0000'],,['en'],['Small scale biorefining in rural areas'],['1'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IA-01.json'],['https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-JU-CBE-2023-IA-01.json'],['45962466'],['SEDIA_PRD_CENTRICITY'],,,['43108390'],['2023-04-26T00:00:00.000+0000'],['single-stage'],['31094502'],['HORIZON JU Innovation Actions'],2026-09-20 09:08:50.362431+00:00
